Date,BusID,StopFrom,StopTo,PassengerCount,Distance,Duration
07-04-2027,5,Food,Stop C,16650,58.24238957,150
08-04-2027,2,Resuce Equipment,Stop F,18526,56.50241032,112
09-04-2027,1,Medicine,Stop C,7386,60.46843703,27
10-04-2027,1,Food,Stop A,16656,92.82891988,132
11-04-2027,3,Medicine Equipment,Stop C,13774,95.37796487,161
12-04-2027,4,Medicine,Stop C,2594,2.905990683,125
13-04-2027,9,Medicine Equipment,Stop D,3529,31.81558463,15
14-04-2027,5,Shelter,Stop A,18380,63.50201431,92
15-04-2027,4,Medicine Equipment,Stop E,12729,82.40366847,63
16-04-2027,10,Food,Stop A,3766,31.10097147,87
17-04-2027,7,Medicine,Stop F,3722,43.86600617,93
18-04-2027,9,Resuce Equipment,Stop A,5271,16.24417382,132
19-04-2027,7,Shelter,Stop D,23371,24.88646618,143
20-04-2027,1,Medicine,Stop B,9082,23.01512681,16
21-04-2027,7,Shelter,Stop B,3913,80.43392906,144
22-04-2027,2,Shelter,Stop E,17256,86.34838099,118
23-04-2027,5,Resuce Equipment,Stop D,25006,4.496899943,86
24-04-2027,4,Shelter,Stop E,19102,32.46063697,140
25-04-2027,1,Shelter,Stop F,9403,68.61111636,52
26-04-2027,9,Resuce Equipment,Stop A,13181,97.64641494,132
27-04-2027,4,Food,Stop B,24135,18.34795841,93
28-04-2027,8,People,Stop B,8377,15.49467759,93
29-04-2027,2,People,Stop D,8714,67.60505431,100
30-04-2027,5,Shelter,Stop A,12945,88.29153377,95
01-05-2027,8,Resuce Equipment,Stop C,15381,81.79291978,88
02-05-2027,2,Medicine Equipment,Stop F,14394,87.05584243,47
03-05-2027,5,Medicine Equipment,Stop A,2015,38.67754817,38
04-05-2027,4,People,Stop D,4883,27.44201444,197
05-05-2027,10,Medicine Equipment,Stop F,12458,82.31971066,151
06-05-2027,6,Shelter,Stop C,2218,93.78692104,128
07-05-2027,7,Medicine,Stop F,14247,68.83073988,6
08-05-2027,10,Resuce Equipment,Stop B,25793,66.82419042,69
09-05-2027,8,Resuce Equipment,Stop C,8342,70.83892438,187
10-05-2027,2,Shelter,Stop A,8844,48.77833985,67
11-05-2027,10,Resuce Equipment,Stop F,5939,32.55487714,89
12-05-2027,5,People,Stop A,12254,36.63703204,137
13-05-2027,6,People,Stop C,13685,6.175787125,132
14-05-2027,9,Resuce Equipment,Stop A,19681,78.94091217,157
15-05-2027,2,Food,Stop C,2746,35.4283913,68
16-05-2027,2,Shelter,Stop C,19698,22.43262575,88
17-05-2027,10,People,Stop B,18073,90.89943335,54
18-05-2027,10,Medicine Equipment,Stop A,18256,41.80607652,14
19-05-2027,3,Resuce Equipment,Stop F,11386,58.469734,155
20-05-2027,9,Shelter,Stop B,6591,70.14958616,175
21-05-2027,2,Food,Stop F,3777,2.777489077,173
22-05-2027,5,Food,Stop A,2444,70.30533277,19
23-05-2027,6,Medicine Equipment,Stop D,16239,15.41259195,109
24-05-2027,7,Medicine,Stop F,20020,12.88008254,84
25-05-2027,9,Medicine,Stop D,11329,91.60213304,23
26-05-2027,10,Medicine,Stop A,1936,37.88964018,19
27-05-2027,1,Shelter,Stop E,12318,85.98413926,6
28-05-2027,7,Food,Stop A,17952,96.3444721,63
29-05-2027,7,Medicine,Stop B,18269,49.33032754,135
30-05-2027,2,Medicine,Stop B,22849,15.43167552,157
31-05-2027,9,People,Stop B,3489,50.3899445,149
01-06-2027,2,Food,Stop A,12277,84.58603191,28
02-06-2027,6,Medicine Equipment,Stop C,4809,68.7377515,135
03-06-2027,3,Medicine,Stop C,17701,51.93342068,157
04-06-2027,3,Food,Stop F,3078,65.86787934,115
05-06-2027,2,Medicine,Stop B,12739,62.49753697,97
06-06-2027,1,Medicine Equipment,Stop C,18059,50.47320636,165
07-06-2027,10,Resuce Equipment,Stop E,10700,93.75493867,86
08-06-2027,5,Shelter,Stop F,13763,62.98211746,35
09-06-2027,7,Medicine Equipment,Stop A,22995,68.0653894,70
10-06-2027,3,Medicine,Stop F,17564,47.56769789,60
11-06-2027,1,Shelter,Stop F,13227,27.2398056,60
12-06-2027,6,Shelter,Stop E,22865,32.14186408,46
13-06-2027,2,People,Stop A,12840,10.71750224,169
14-06-2027,2,Food,Stop F,23118,58.41758611,178
15-06-2027,7,Shelter,Stop F,21914,27.86082305,157
16-06-2027,2,People,Stop B,18123,65.2538507,117
17-06-2027,3,Medicine Equipment,Stop C,19482,23.67371445,176
18-06-2027,8,People,Stop D,10594,57.08143909,109
19-06-2027,5,People,Stop F,6514,52.3386175,85
20-06-2027,5,Medicine Equipment,Stop F,7608,18.4852163,32
21-06-2027,10,Medicine,Stop E,7619,82.22267797,42
22-06-2027,4,Shelter,Stop F,20234,6.884901473,150
23-06-2027,8,Medicine,Stop D,9198,14.85644039,75
24-06-2027,9,Medicine,Stop A,2701,52.76704688,153
25-06-2027,7,Shelter,Stop C,5477,82.45315111,198
26-06-2027,1,Food,Stop B,15132,51.85221074,171
27-06-2027,10,Resuce Equipment,Stop A,6474,48.10110581,33
28-06-2027,4,Food,Stop A,5451,25.14784233,79
29-06-2027,4,Shelter,Stop C,23665,92.21474848,32
30-06-2027,9,Food,Stop F,17563,97.70611388,97
01-07-2027,5,People,Stop B,4752,16.46924742,197
02-07-2027,10,Resuce Equipment,Stop A,19953,50.16298675,11
03-07-2027,1,Resuce Equipment,Stop F,20763,75.03912809,27
04-07-2027,3,Resuce Equipment,Stop C,4106,78.40119578,47
05-07-2027,10,People,Stop F,9475,6.113446372,6
06-07-2027,7,Food,Stop D,15393,82.35834307,196
07-07-2027,2,Resuce Equipment,Stop B,9680,8.681901348,32
08-07-2027,1,People,Stop A,6169,70.41752023,99
09-07-2027,10,Resuce Equipment,Stop A,3326,28.22631254,171
10-07-2027,6,People,Stop B,20758,82.02360771,198
11-07-2027,3,Resuce Equipment,Stop C,17833,13.06851776,159
12-07-2027,7,Resuce Equipment,Stop B,15184,92.32045042,107
13-07-2027,1,Shelter,Stop C,6212,13.68785751,10
14-07-2027,4,Resuce Equipment,Stop E,14511,46.87699134,9
15-07-2027,1,Medicine Equipment,Stop C,8151,52.22020723,179
16-07-2027,3,Medicine,Stop C,18875,25.96150537,103
17-07-2027,10,Medicine Equipment,Stop A,22144,77.82085646,199
18-07-2027,10,Food,Stop D,21964,67.32693165,35
19-07-2027,4,People,Stop B,10446,56.44206689,82
20-07-2027,4,Food,Stop C,11821,19.75956595,53
21-07-2027,1,Resuce Equipment,Stop F,14244,40.36053337,90
22-07-2027,9,Medicine,Stop B,24936,75.44559854,117
23-07-2027,2,Medicine,Stop C,15711,61.58759781,141
24-07-2027,8,Shelter,Stop B,22063,43.1612269,151
25-07-2027,6,Medicine,Stop A,24005,79.21779884,19
26-07-2027,5,People,Stop A,24239,78.92456492,150
27-07-2027,2,Food,Stop F,25458,14.16155545,20
28-07-2027,2,Medicine Equipment,Stop D,12954,94.20860501,108
29-07-2027,1,People,Stop F,23216,28.57203468,62
30-07-2027,2,Medicine Equipment,Stop C,5253,28.52034837,72
31-07-2027,2,Medicine Equipment,Stop B,10331,34.73645029,196
01-08-2027,4,Medicine Equipment,Stop A,4859,66.21868891,176
02-08-2027,6,Medicine,Stop A,20749,6.069657196,139
03-08-2027,8,Resuce Equipment,Stop D,1696,48.81383695,194
04-08-2027,2,People,Stop C,5119,66.97706397,119
05-08-2027,5,Shelter,Stop D,23283,65.91889139,148
06-08-2027,6,Shelter,Stop F,15811,17.32198006,128
07-08-2027,3,People,Stop C,6459,3.745473696,182
08-08-2027,1,Resuce Equipment,Stop A,8687,15.07918854,178
09-08-2027,7,Medicine Equipment,Stop A,8678,4.895715952,128
10-08-2027,2,People,Stop F,19301,35.08777293,68
11-08-2027,8,Medicine,Stop A,9026,60.51908905,103
12-08-2027,10,Resuce Equipment,Stop A,23870,58.29532029,168
13-08-2027,1,Medicine,Stop C,7120,39.82473161,107
14-08-2027,7,Medicine Equipment,Stop A,23555,67.04842162,83
15-08-2027,1,Food,Stop E,9513,97.58408285,86
16-08-2027,6,Medicine Equipment,Stop F,3208,24.81445159,114
17-08-2027,3,Medicine,Stop C,20393,12.42214522,98
18-08-2027,1,Food,Stop E,4701,73.28833182,42
19-08-2027,5,Shelter,Stop F,18822,61.66456378,156
20-08-2027,3,Medicine,Stop A,2863,14.31725875,153
21-08-2027,4,Shelter,Stop A,11978,22.14655697,37
22-08-2027,4,Medicine Equipment,Stop B,13973,74.90615088,145
23-08-2027,9,Shelter,Stop C,20597,44.20741238,196
24-08-2027,1,Shelter,Stop E,2495,57.27562336,45
25-08-2027,5,Shelter,Stop A,22383,84.33455005,28
26-08-2027,5,Medicine Equipment,Stop F,10581,6.868316189,120
27-08-2027,4,Medicine Equipment,Stop B,16190,75.9353134,167
28-08-2027,9,People,Stop B,20475,33.9147823,41
29-08-2027,7,Food,Stop C,19692,19.74640877,97
30-08-2027,6,People,Stop F,23553,84.45261896,17
31-08-2027,9,Food,Stop F,2569,76.38693227,200
01-09-2027,1,People,Stop D,12009,71.3553604,45
02-09-2027,4,Medicine,Stop F,2307,13.44136633,35
03-09-2027,7,Medicine Equipment,Stop C,21988,94.38708848,52
04-09-2027,4,Shelter,Stop E,22750,28.6456015,79
05-09-2027,8,Food,Stop B,6362,34.17354664,57
06-09-2027,8,Medicine Equipment,Stop F,2604,41.57881619,180
07-09-2027,7,Resuce Equipment,Stop A,4273,42.26314486,75
08-09-2027,5,Food,Stop B,10045,10.03508166,59
09-09-2027,7,Shelter,Stop D,13288,16.02948749,81
10-09-2027,6,Food,Stop A,6222,94.31941097,77
11-09-2027,10,Shelter,Stop D,17501,70.80708814,176
12-09-2027,8,Resuce Equipment,Stop E,12286,5.20986517,84
13-09-2027,8,Medicine Equipment,Stop E,10809,98.03177865,155
14-09-2027,7,People,Stop A,19915,51.67387413,81
15-09-2027,5,Shelter,Stop B,14974,7.134559661,74
16-09-2027,6,Medicine Equipment,Stop A,22617,4.170874709,101
17-09-2027,4,Resuce Equipment,Stop D,4896,69.87920576,83
18-09-2027,2,Medicine,Stop E,20636,81.28307506,52
19-09-2027,5,Resuce Equipment,Stop E,20653,82.87329304,189
20-09-2027,8,Resuce Equipment,Stop E,16325,77.66041436,182
21-09-2027,6,Resuce Equipment,Stop E,11184,11.95243019,21
22-09-2027,9,Medicine Equipment,Stop F,14034,57.95381151,133
23-09-2027,9,People,Stop A,4501,3.965264339,31
24-09-2027,8,Medicine,Stop D,24218,21.55593408,111
25-09-2027,2,Food,Stop E,14144,88.02234954,184
26-09-2027,7,Medicine Equipment,Stop E,17149,31.90736446,101
27-09-2027,9,Food,Stop B,3720,64.42992677,48
28-09-2027,2,Shelter,Stop C,8697,15.66165156,102
29-09-2027,4,Medicine,Stop D,24743,21.79991694,123
30-09-2027,6,People,Stop D,15040,5.208761812,57
01-10-2027,1,Medicine,Stop E,12221,93.81469825,157
02-10-2027,8,Food,Stop A,12288,7.989121633,88
03-10-2027,5,People,Stop B,23254,80.12571742,23
04-10-2027,5,People,Stop D,11987,64.33582864,118
05-10-2027,8,People,Stop B,22778,87.6563396,50
06-10-2027,9,Medicine,Stop D,23064,4.553764974,27
07-10-2027,4,Medicine,Stop A,20139,44.54481804,64
08-10-2027,4,People,Stop F,24689,13.68245755,171
09-10-2027,8,Resuce Equipment,Stop D,20114,3.032526669,120
10-10-2027,5,Medicine Equipment,Stop A,17910,11.57688248,29
11-10-2027,8,Food,Stop A,19749,56.20317995,100
12-10-2027,9,Medicine Equipment,Stop D,7844,88.29111785,59
13-10-2027,4,Food,Stop F,21605,64.34074835,71
14-10-2027,6,Medicine,Stop E,4029,17.34088877,151
15-10-2027,4,Medicine,Stop E,23483,13.29072806,179
16-10-2027,9,People,Stop B,18088,48.8460905,149
17-10-2027,1,Shelter,Stop E,5110,49.2473903,153
18-10-2027,6,Medicine,Stop D,18675,95.11640299,176
19-10-2027,4,Medicine,Stop B,3930,38.24890028,44
20-10-2027,10,Food,Stop E,20101,44.66258367,44
21-10-2027,6,Shelter,Stop E,3100,16.66056369,187
22-10-2027,10,Medicine Equipment,Stop D,9526,43.93355735,192
23-10-2027,8,Shelter,Stop E,18954,32.67993502,195
24-10-2027,3,Resuce Equipment,Stop B,21798,3.109262228,22
25-10-2027,6,Shelter,Stop E,4332,10.38918372,73
26-10-2027,2,Food,Stop D,11184,20.44343887,169
27-10-2027,8,Medicine,Stop E,8313,27.16098131,120
28-10-2027,5,People,Stop A,17286,81.9204405,188
29-10-2027,5,Food,Stop A,9612,74.37589931,29
30-10-2027,4,Medicine Equipment,Stop A,3388,11.79245846,15
31-10-2027,8,Medicine,Stop E,5050,80.45076826,59
01-11-2027,2,Medicine,Stop E,12921,26.07471855,119
02-11-2027,7,Resuce Equipment,Stop A,19514,75.46460851,98
03-11-2027,3,Food,Stop B,20840,17.70594309,89
04-11-2027,5,People,Stop D,23966,37.75448479,69
05-11-2027,8,Food,Stop C,15753,41.37865333,176
06-11-2027,9,Shelter,Stop B,23250,4.234400407,144
07-11-2027,7,Medicine,Stop B,14079,71.37463675,45
08-11-2027,10,People,Stop E,13083,68.42633732,109
09-11-2027,2,Food,Stop E,5102,62.6064921,92
10-11-2027,7,Food,Stop A,3951,97.62725391,39
11-11-2027,3,Shelter,Stop A,17723,11.86167591,143
12-11-2027,3,Medicine Equipment,Stop E,15977,12.80780661,51
13-11-2027,4,People,Stop F,15445,63.10137485,120
14-11-2027,9,Food,Stop D,2653,80.84033392,167
15-11-2027,4,Food,Stop B,20308,23.13302381,76
16-11-2027,4,Shelter,Stop A,14046,91.80547716,166
17-11-2027,5,People,Stop C,16166,71.55919813,85
18-11-2027,6,Food,Stop B,24298,80.98865597,49
19-11-2027,4,Shelter,Stop B,4571,42.90754286,85
20-11-2027,8,Shelter,Stop B,8277,14.37171335,136
21-11-2027,9,Shelter,Stop F,10421,2.843525408,7
22-11-2027,4,Resuce Equipment,Stop E,17645,15.57503371,94
23-11-2027,7,Medicine,Stop F,5829,46.42286875,118
24-11-2027,6,People,Stop C,18712,15.23042215,120
25-11-2027,6,Food,Stop A,22229,1.886117579,54
26-11-2027,8,Food,Stop F,4969,80.76126424,52
27-11-2027,9,Shelter,Stop F,3893,92.58855811,152
28-11-2027,1,Food,Stop F,20817,34.36855792,196
29-11-2027,6,People,Stop A,5261,91.88721749,128
30-11-2027,8,People,Stop D,22881,34.43848458,67
01-12-2027,3,Shelter,Stop E,13035,67.13103561,92
02-12-2027,9,Medicine,Stop D,9435,47.36800111,15
03-12-2027,3,People,Stop B,19191,22.26961901,154
04-12-2027,10,Food,Stop D,4856,17.20966519,113
05-12-2027,6,Shelter,Stop E,4827,55.26271041,62
06-12-2027,7,Shelter,Stop E,5773,19.74926627,138
07-12-2027,2,Resuce Equipment,Stop E,12584,26.88519535,182
08-12-2027,9,Medicine Equipment,Stop D,22819,44.60686938,172
09-12-2027,3,Medicine,Stop F,6211,25.57308008,14
10-12-2027,9,Resuce Equipment,Stop F,7562,23.89949249,171
11-12-2027,3,Medicine,Stop C,20072,8.68433038,16
12-12-2027,2,Food,Stop C,8648,65.82101852,30
13-12-2027,4,Food,Stop E,26332,56.12343543,21
14-12-2027,4,Medicine,Stop A,3378,13.57032498,28
15-12-2027,3,Shelter,Stop D,22083,86.41037293,101
16-12-2027,1,Medicine,Stop D,4463,17.408028,69
17-12-2027,8,Food,Stop B,938,42.55185444,59
18-12-2027,4,Food,Stop A,12321,28.70815227,15
19-12-2027,2,Shelter,Stop F,5355,33.62980431,158
20-12-2027,5,Food,Stop B,18071,91.79543313,123
21-12-2027,2,Medicine Equipment,Stop C,13523,73.01956164,14
22-12-2027,6,Food,Stop A,2963,9.551889562,22
23-12-2027,7,Food,Stop D,4116,45.83386032,11
24-12-2027,1,Shelter,Stop B,14135,79.41576148,139
25-12-2027,1,Medicine Equipment,Stop B,16680,2.961450517,133
26-12-2027,3,Medicine Equipment,Stop B,12101,98.97929653,166
27-12-2027,1,Resuce Equipment,Stop D,20146,13.64668996,32
28-12-2027,9,Resuce Equipment,Stop E,15674,44.82569733,121
29-12-2027,8,People,Stop C,21306,15.6732784,162
30-12-2027,4,Medicine,Stop B,20812,83.90107155,177
31-12-2027,10,People,Stop D,17731,55.74322233,6
01-01-2028,10,People,Stop F,14616,48.993134,197
02-01-2028,8,Medicine Equipment,Stop B,8419,99.89153182,129
03-01-2028,8,Food,Stop B,12084,80.74662742,150
04-01-2028,7,Medicine,Stop A,15813,50.44211178,56
05-01-2028,7,Shelter,Stop A,12859,64.21751172,90
06-01-2028,9,Medicine,Stop F,18435,19.6493796,65
07-01-2028,8,Resuce Equipment,Stop E,14510,9.107333831,62
08-01-2028,1,Food,Stop F,16093,24.48516313,117
09-01-2028,10,People,Stop F,17147,86.33877149,101
10-01-2028,9,Shelter,Stop B,23568,48.74278738,41
11-01-2028,7,Medicine,Stop D,8800,52.17184476,22
12-01-2028,6,Shelter,Stop F,22785,46.73384195,37
13-01-2028,3,Medicine Equipment,Stop B,8203,77.57249788,47
14-01-2028,10,Medicine Equipment,Stop A,12838,69.49771361,198
15-01-2028,10,Food,Stop B,15652,29.27459953,9
16-01-2028,2,Food,Stop C,24654,2.211330805,17
17-01-2028,5,People,Stop A,2539,44.6206232,52
18-01-2028,8,Shelter,Stop A,19513,85.5481403,142
19-01-2028,3,Resuce Equipment,Stop C,6164,72.39849773,78
20-01-2028,2,Medicine Equipment,Stop D,24624,44.74590248,145
21-01-2028,5,Medicine,Stop B,11060,60.85037274,83
22-01-2028,8,Food,Stop D,10675,93.84164345,95
23-01-2028,3,Shelter,Stop B,21216,76.9923515,121
24-01-2028,4,Medicine,Stop E,22116,21.00258373,57
25-01-2028,6,Food,Stop C,9083,72.33004851,66
26-01-2028,3,Medicine,Stop A,15148,22.91322648,7
27-01-2028,3,Shelter,Stop D,23834,52.0092356,69
28-01-2028,5,Shelter,Stop F,13786,91.86328499,146
29-01-2028,1,People,Stop C,17595,29.30725697,137
30-01-2028,10,Shelter,Stop D,17022,70.15742349,170
31-01-2028,2,Medicine,Stop D,4727,12.56639781,186
01-02-2028,8,Shelter,Stop B,15761,46.10398128,61
02-02-2028,1,Shelter,Stop E,6808,98.44080992,88
03-02-2028,8,Medicine,Stop F,9924,39.22269448,126
04-02-2028,8,Shelter,Stop A,2035,19.26565996,49
05-02-2028,4,Food,Stop B,24493,83.7384358,114
06-02-2028,3,Resuce Equipment,Stop C,2810,1.050850203,95
07-02-2028,7,Resuce Equipment,Stop F,14106,79.09643387,141
08-02-2028,5,Medicine,Stop B,22594,73.21847959,76
09-02-2028,9,Food,Stop A,1462,28.29387602,82
10-02-2028,1,Food,Stop B,12303,68.92943224,55
11-02-2028,2,Resuce Equipment,Stop E,21209,61.69104667,73
12-02-2028,8,Medicine Equipment,Stop F,15529,38.05538486,190
13-02-2028,3,Food,Stop C,16688,6.385908159,71
14-02-2028,2,People,Stop F,4768,9.111247312,148
15-02-2028,2,Food,Stop F,17110,88.22036338,119
16-02-2028,9,Medicine Equipment,Stop C,20524,19.93601798,105
17-02-2028,7,Medicine Equipment,Stop F,3440,64.7982479,128
18-02-2028,3,Shelter,Stop C,5681,6.798805707,168
19-02-2028,6,Medicine Equipment,Stop C,24715,82.80786253,29
20-02-2028,10,Food,Stop A,4468,52.54939485,68
21-02-2028,9,Resuce Equipment,Stop C,4697,21.22899215,119
22-02-2028,3,Medicine Equipment,Stop A,15583,71.09747178,46
23-02-2028,3,Food,Stop B,1837,85.41830381,43
24-02-2028,6,People,Stop D,20374,40.48837648,43
25-02-2028,3,Medicine Equipment,Stop F,5552,65.26402902,130
26-02-2028,6,Shelter,Stop C,20811,93.43677847,55
27-02-2028,2,Medicine,Stop F,22043,65.99270934,153
28-02-2028,10,People,Stop E,16414,39.2625703,108
29-02-2028,3,Medicine,Stop F,21623,91.6598717,198
01-03-2028,1,Medicine Equipment,Stop A,2134,34.22964457,133
02-03-2028,4,Shelter,Stop D,5612,53.41120332,150
03-03-2028,10,People,Stop C,2130,28.7978811,51
04-03-2028,10,Medicine,Stop D,23653,87.04822165,95
05-03-2028,5,People,Stop C,17829,22.57172868,63
06-03-2028,7,Food,Stop A,20617,58.33168951,153
07-03-2028,10,People,Stop A,19562,69.35934101,47
08-03-2028,5,Medicine,Stop A,21039,12.7434115,182
09-03-2028,8,Shelter,Stop E,23098,9.598932741,76
10-03-2028,9,Medicine,Stop A,4618,32.64773014,151
11-03-2028,2,Medicine Equipment,Stop B,12609,8.627899629,139
12-03-2028,1,Food,Stop A,13632,48.63988916,83
13-03-2028,7,Food,Stop D,13896,40.04471956,78
14-03-2028,9,Shelter,Stop C,19728,47.70049925,78
15-03-2028,2,People,Stop F,3493,42.48902995,22
16-03-2028,9,Food,Stop E,11058,83.92251445,34
17-03-2028,2,Medicine Equipment,Stop D,18136,64.20132829,94
18-03-2028,4,People,Stop E,652,40.92125352,45
19-03-2028,7,Food,Stop E,9598,2.646500494,194
20-03-2028,5,People,Stop D,3187,98.55079455,157
21-03-2028,7,Resuce Equipment,Stop E,4925,20.44200313,124
22-03-2028,9,Medicine Equipment,Stop E,23232,18.99196552,143
23-03-2028,5,Shelter,Stop C,23337,87.51450788,75
24-03-2028,8,Medicine Equipment,Stop B,18431,10.58384346,144
25-03-2028,10,Resuce Equipment,Stop D,20866,1.126814123,134
26-03-2028,10,Medicine Equipment,Stop A,11154,57.51151426,129
27-03-2028,9,Medicine Equipment,Stop A,9931,87.32734793,52
28-03-2028,6,Shelter,Stop B,24859,2.574562151,200
29-03-2028,10,People,Stop B,20300,65.65735629,174
30-03-2028,6,Medicine Equipment,Stop C,20834,42.24609218,170
31-03-2028,5,Medicine Equipment,Stop C,24646,23.73031147,45
01-04-2028,8,Food,Stop E,22457,13.57622524,84
02-04-2028,9,People,Stop D,963,56.56821908,184
03-04-2028,5,Shelter,Stop B,8770,5.70891063,189
04-04-2028,3,Resuce Equipment,Stop D,5737,28.26716087,104
05-04-2028,10,People,Stop F,7624,14.82187801,95
06-04-2028,4,Shelter,Stop C,22138,11.59897215,22
07-04-2028,8,Medicine Equipment,Stop F,13940,68.13305618,99
08-04-2028,6,Resuce Equipment,Stop D,20454,15.22776417,95
09-04-2028,2,Food,Stop D,2209,50.21695226,131
10-04-2028,9,Resuce Equipment,Stop F,21044,15.46096481,174
11-04-2028,3,People,Stop F,15519,90.82119663,154
12-04-2028,4,Medicine,Stop F,8783,37.74292474,38
13-04-2028,3,Food,Stop A,8453,95.91704475,38
14-04-2028,2,Medicine,Stop E,16135,11.59970583,65
15-04-2028,9,Resuce Equipment,Stop D,16759,85.94496348,92
16-04-2028,2,Shelter,Stop D,18427,67.08467079,146
17-04-2028,6,Resuce Equipment,Stop A,24599,49.34432992,156
18-04-2028,9,Food,Stop C,20173,8.110018676,62
19-04-2028,7,Resuce Equipment,Stop A,18273,8.591641431,128
20-04-2028,1,Shelter,Stop C,16852,26.21988178,28
21-04-2028,9,Food,Stop F,13114,59.62439247,139
22-04-2028,7,Resuce Equipment,Stop A,24697,62.57020216,118
23-04-2028,8,Medicine Equipment,Stop A,18709,78.68065552,135
24-04-2028,7,Resuce Equipment,Stop D,14837,50.58935446,90
25-04-2028,1,People,Stop C,5660,82.18556625,62
26-04-2028,3,Medicine,Stop A,13297,80.4607667,131
27-04-2028,10,Food,Stop D,21094,16.96116252,52
28-04-2028,8,People,Stop D,8192,56.61164761,104
29-04-2028,3,Medicine,Stop A,11373,58.13727812,109
30-04-2028,10,People,Stop F,5270,41.38182091,75
01-05-2028,4,Medicine Equipment,Stop B,9911,86.69392166,111
02-05-2028,10,People,Stop C,16805,82.22291472,53
03-05-2028,3,Resuce Equipment,Stop E,1422,97.7358494,95
04-05-2028,8,Shelter,Stop D,7769,60.84027633,5
05-05-2028,4,Resuce Equipment,Stop A,15666,64.74915925,167
06-05-2028,2,Medicine,Stop F,10283,84.04712778,103
07-05-2028,6,Medicine,Stop C,1466,21.90288687,190
08-05-2028,8,Food,Stop A,3628,80.66374094,49
09-05-2028,9,Shelter,Stop D,4304,40.17822384,35
10-05-2028,2,Medicine Equipment,Stop C,3295,89.82080258,127
11-05-2028,6,Medicine,Stop F,23384,61.96200312,190
12-05-2028,6,Shelter,Stop F,6463,77.42928906,77
13-05-2028,7,Shelter,Stop C,7375,27.65815286,100
14-05-2028,8,Resuce Equipment,Stop A,24045,22.42186822,87
15-05-2028,1,Medicine,Stop D,18613,27.81505068,178
16-05-2028,10,Shelter,Stop A,18429,42.56717631,20
17-05-2028,4,Resuce Equipment,Stop C,14302,81.3983005,28
18-05-2028,7,Food,Stop D,10922,50.89903397,119
19-05-2028,8,Medicine,Stop A,18158,77.07946523,114
20-05-2028,1,Medicine,Stop E,21881,74.75987262,87
21-05-2028,8,People,Stop A,8130,93.1487097,53
22-05-2028,10,People,Stop C,22501,92.27078147,194
23-05-2028,1,Food,Stop A,4437,16.08344527,130
24-05-2028,6,People,Stop C,22298,6.080421697,102
25-05-2028,5,Shelter,Stop E,17881,28.97047742,27
26-05-2028,4,Food,Stop A,24888,13.66159159,83
27-05-2028,5,Shelter,Stop C,13202,1.704066709,170
28-05-2028,4,Food,Stop A,1842,88.47833905,142
29-05-2028,6,People,Stop D,2162,93.43184399,59
30-05-2028,8,Medicine,Stop E,9981,7.778940879,103
31-05-2028,4,People,Stop F,4463,36.33006181,186
01-06-2028,10,Medicine Equipment,Stop C,17486,8.6890921,137
02-06-2028,2,Food,Stop E,21867,73.29354633,192
03-06-2028,5,Medicine,Stop C,1813,11.22277035,165
04-06-2028,5,Medicine Equipment,Stop A,14761,64.7078862,102
05-06-2028,8,Medicine Equipment,Stop E,16673,15.92169755,126
06-06-2028,10,Resuce Equipment,Stop D,16761,75.33252818,179
07-06-2028,10,Resuce Equipment,Stop C,10285,79.72995737,121
08-06-2028,4,Resuce Equipment,Stop B,18940,96.19423421,53
09-06-2028,1,Shelter,Stop C,16509,25.79214044,38
10-06-2028,8,Medicine Equipment,Stop B,10301,95.17166985,8
11-06-2028,1,Food,Stop E,11235,25.13550626,96
12-06-2028,3,Resuce Equipment,Stop A,11622,18.51586074,179
13-06-2028,6,Medicine,Stop B,14783,46.91601821,6
14-06-2028,10,Resuce Equipment,Stop F,14161,94.91481156,180
15-06-2028,9,Food,Stop A,14304,38.25808727,49
16-06-2028,4,Food,Stop F,2759,76.65523737,40
17-06-2028,7,Resuce Equipment,Stop D,4571,73.38245476,131
18-06-2028,4,Resuce Equipment,Stop A,23901,18.7188359,110
19-06-2028,6,Medicine,Stop E,20098,35.67849916,77
20-06-2028,2,Medicine Equipment,Stop E,19266,44.4467393,65
21-06-2028,4,Medicine Equipment,Stop F,24164,13.82899276,71
22-06-2028,9,Medicine Equipment,Stop E,8975,70.52880437,167
23-06-2028,1,People,Stop F,18680,86.43389925,145
24-06-2028,6,Medicine,Stop F,2326,23.55155077,167
25-06-2028,10,Medicine Equipment,Stop E,14100,29.99852043,29
26-06-2028,4,People,Stop D,25327,87.16824817,174
27-06-2028,9,Resuce Equipment,Stop A,16203,41.10428975,184
28-06-2028,2,Shelter,Stop A,20357,68.05380158,83
29-06-2028,6,Food,Stop D,20128,64.60901807,122
30-06-2028,7,Medicine,Stop B,18524,11.01764791,110
01-07-2028,7,Resuce Equipment,Stop C,10705,77.94332433,24
02-07-2028,9,Resuce Equipment,Stop D,4960,24.79830602,55
03-07-2028,6,Medicine,Stop E,16701,43.09833833,17
04-07-2028,9,Food,Stop A,18149,6.671703998,181
05-07-2028,8,Food,Stop D,13297,18.65805877,28
06-07-2028,4,Resuce Equipment,Stop A,20514,8.770960652,191
07-07-2028,3,Medicine Equipment,Stop A,3627,75.88400463,178
08-07-2028,3,Shelter,Stop F,10026,52.68612833,162
